num_date_time,answer
2_20220826 03,1380.5267646258
2_20220826 04,1374.873608553857
2_20220826 05,1323.8150218152143
2_20220826 06,1297.0400247789937
2_20220826 07,1292.355073871079
2_20220826 08,1911.1558123135565
2_20220826 09,2095.073601336649
2_20220826 10,2235.43103418222
2_20220826 11,2335.1321126736084
2_20220826 12,2180.567871777125
2_20220826 13,2199.1046019630094
2_20220826 14,2124.9706185293885
2_20220826 15,2211.8234881606763
2_20220826 16,2133.978354586896
2_20220826 17,1974.822277503053
2_20220826 18,1978.598074509552
2_20220826 19,1841.6733556734307
2_20220826 20,1985.403091845848
2_20220826 21,1718.0766061001366
2_20220826 22,1091.2803618670278
2_20220826 23,1363.221869384916
2_20220827 00,1365.3885845071748
2_20220827 01,1350.7874213130071
2_20220827 02,1380.44780534497
2_20220827 03,1370.187353016999
2_20220827 04,1369.266950415034
2_20220827 05,1336.6046613292012
2_20220827 06,1370.0201410125744
2_20220827 07,1280.7670621686448
2_20220827 08,1774.171756866618
2_20220827 09,1856.0322710850032
2_20220827 10,1951.8548529301584
2_20220827 11,1962.0763925322424
2_20220827 12,2046.7329912692112
2_20220827 13,2074.1311571752767
2_20220827 14,2123.5663970631576
2_20220827 15,2148.6480743582997
2_20220827 16,2118.927339722309
2_20220827 17,2088.521934481836
2_20220827 18,1982.380356491155
2_20220827 19,1758.0510859227309
2_20220827 20,1649.1697995683987
2_20220827 21,1403.4681998566014
2_20220827 22,1016.940882917994
2_20220827 23,1391.1635198711178
2_20220828 00,1362.3575218897042
2_20220828 01,1375.981815674028
2_20220828 02,1381.1737519905362
2_20220828 03,1330.691737629384
2_20220828 04,1286.4676818045643
2_20220828 05,1225.4494217856388
2_20220828 06,1067.3412910939105
2_20220828 07,1093.1116848981742
2_20220828 08,1483.3290773948377
2_20220828 09,1638.4549146568686
2_20220828 10,1743.3270412904797
2_20220828 11,1749.7498342818412
2_20220828 12,1833.066507594965
2_20220828 13,1908.0612520144025
2_20220828 14,1939.750526110852
2_20220828 15,1985.9285859992824
2_20220828 16,1994.1322437563135
2_20220828 17,1907.3392650692488
2_20220828 18,1810.8479729245475
2_20220828 19,1583.2924831446571
2_20220828 20,1343.0613034055073
2_20220828 21,1268.6258709155009
2_20220828 22,940.4276584767348
2_20220828 23,1314.602678838996
2_20220829 00,1297.455526014162
2_20220829 01,1300.7337217651364
2_20220829 02,1275.3296410805033
2_20220829 03,1293.046112436549
2_20220829 04,1308.7184508929568
2_20220829 05,1247.707784682089
2_20220829 06,1280.2194171375806
2_20220829 07,1239.5516556079888
2_20220829 08,1430.2228941269789
2_20220829 09,1422.438948672007
2_20220829 10,1539.86656440429
2_20220829 11,1520.9475718604317
2_20220829 12,1526.9314864789696
2_20220829 13,1616.5773082221408
2_20220829 14,1543.3490147863913
2_20220829 15,1603.805781295522
2_20220829 16,1549.8495066196083
2_20220829 17,1528.0528897832455
2_20220829 18,1459.1047782872
2_20220829 19,1493.266807630327
2_20220829 20,1390.0845733836952
2_20220829 21,1257.9281753092584
2_20220829 22,1051.9598973653997
2_20220829 23,1327.9942613988935
2_20220830 00,1343.9612715169176
2_20220830 01,1372.9286170789394
2_20220830 02,1388.7766794157185
2_20220830 03,1375.1639361560406
2_20220830 04,1345.207251545174
2_20220830 05,1270.5972087275786
2_20220830 06,1183.8110289270396
2_20220830 07,1239.184925571695
2_20220830 08,1682.2677704058742
2_20220830 09,1857.1371294594976
2_20220830 10,1923.38646617928
2_20220830 11,1903.4546744089637
2_20220830 12,1995.1532899608785
2_20220830 13,2031.8377427529365
2_20220830 14,2020.5829576762112
2_20220830 15,2085.13809564988
2_20220830 16,2065.0023068862806
2_20220830 17,2070.2135693341106
2_20220830 18,2130.701705700589
2_20220830 19,2057.992551851346
2_20220830 20,1912.318898855013
2_20220830 21,1744.5495955176632
2_20220830 22,1267.1819988246052
2_20220830 23,1463.22390812003
2_20220831 00,1439.2906723592744
2_20220831 01,1400.4873854712612
2_20220831 02,1407.2221188466754
2_20220831 03,1399.4433689294451
2_20220831 04,1376.6933232350962
2_20220831 05,1337.9173863350627
2_20220831 06,1327.9835580929634
2_20220831 07,1319.2566411446674
2_20220831 08,1803.3132636585835
2_20220831 09,1951.621516811154
2_20220831 10,2110.870446258248
2_20220831 11,2030.2528673972568
2_20220831 12,2075.4470054884537
2_20220831 13,2149.9225989504544
2_20220831 14,2163.9070808610463
2_20220831 15,2227.837962022273
2_20220831 16,2282.383821389298
2_20220831 17,2125.871192895231
2_20220831 18,2005.019423852394
2_20220831 19,2006.566846904968
2_20220831 20,1981.5101422241007
2_20220831 21,1702.0271050189465
2_20220831 22,1109.3027502187406
2_20220831 23,1416.2008753800844
3_20220825 00,998.6226339529056
3_20220825 01,1026.3037806921063
3_20220825 02,997.3605722483484
3_20220825 03,937.6203294194182
3_20220825 04,924.2520109700162
3_20220825 05,935.691167514456
3_20220825 06,1002.166767334398
3_20220825 07,1077.430361102446
3_20220825 08,1183.4510984016129
3_20220825 09,1309.0581393147386
3_20220825 10,1398.5883545472982
3_20220825 11,1430.522994384138
3_20220825 12,1478.4779454209424
3_20220825 13,1528.6066923050362
3_20220825 14,1652.183205760443
3_20220825 15,1621.8723718702302
3_20220825 16,1789.795714585521
3_20220825 17,1815.087374461436
3_20220825 18,2105.3857382372225
3_20220825 19,2405.2690018533644
3_20220825 20,2278.374133959882
3_20220825 21,1867.3072254126207
3_20220825 22,1297.425933554536
3_20220825 23,1038.8990051425203
3_20220826 00,997.576056946476
3_20220826 01,973.8164636744408
3_20220826 02,970.7868318189368
3_20220826 03,944.6006639377658
3_20220826 04,917.757462091996
3_20220826 05,932.738268597005
3_20220826 06,965.6221009488185
3_20220826 07,1102.9893431025132
3_20220826 08,1176.369597471048
3_20220826 09,1289.2554210955789
3_20220826 10,1287.5478927320369
3_20220826 11,1371.553268920165
3_20220826 12,1331.8299135170728
3_20220826 13,1437.5169101597887
3_20220826 14,1550.180948749465
3_20220826 15,1787.579619271125
3_20220826 16,1907.3395550564455
3_20220826 17,1927.9906806734523
3_20220826 18,2435.877385005538
3_20220826 19,2586.44181576941
3_20220826 20,2621.920973719648
3_20220826 21,2091.2032904227344
3_20220826 22,1381.5842254804363
3_20220826 23,1032.8890648718852
3_20220827 00,1022.74628198035
3_20220827 01,994.0238595919622
3_20220827 02,987.5692664430732
3_20220827 03,958.6914445477536
3_20220827 04,915.8340583924784
3_20220827 05,870.475877553859
3_20220827 06,926.8396712712996
3_20220827 07,1042.1125038655955
3_20220827 08,1148.8414380947513
3_20220827 09,1142.5925542708294
3_20220827 10,1157.9861355612622
3_20220827 11,1192.8772012727848
3_20220827 12,1315.4690381002836
3_20220827 13,1394.1420232867872
3_20220827 14,1537.617881992036
3_20220827 15,1673.3153318467769
3_20220827 16,1753.261502017635
3_20220827 17,1833.912029583879
3_20220827 18,2195.051770474386
3_20220827 19,2233.3634276065845
3_20220827 20,2051.197540638303
3_20220827 21,1500.0011103482525
3_20220827 22,1212.5698696760617
3_20220827 23,1080.823372078598
3_20220828 00,1076.7420526979097
3_20220828 01,1117.2661630365733
3_20220828 02,1089.9892884111373
3_20220828 03,1048.2989265448548
3_20220828 04,1023.6119906861768
3_20220828 05,970.6198166206452
3_20220828 06,958.1635490404695
3_20220828 07,1048.1810305634904
3_20220828 08,1098.8953845360072
3_20220828 09,1095.6386496048915
3_20220828 10,1126.54619539565
3_20220828 11,1175.7748560725015
3_20220828 12,1206.195776608943
3_20220828 13,1323.96188418843
3_20220828 14,1466.527950148138
3_20220828 15,1600.053743361926
3_20220828 16,1722.285319141614
3_20220828 17,1974.791899881079
3_20220828 18,2226.359418072462
3_20220828 19,2310.8685808487385
3_20220828 20,1933.288426847216
3_20220828 21,1426.7703201175862
3_20220828 22,1243.5031655045284
3_20220828 23,1160.1191641233777
3_20220829 00,1120.7382546652389
3_20220829 01,1061.4455421218388
3_20220829 02,1032.7158450348325
3_20220829 03,996.7040539611728
3_20220829 04,951.3088133082276
3_20220829 05,976.6961344586164
3_20220829 06,953.8914310799122
3_20220829 07,1025.0625072010764
3_20220829 08,1083.78983974458
3_20220829 09,1149.0136112878722
3_20220829 10,1183.5208438678446
3_20220829 11,1205.3478407795585
3_20220829 12,1185.9287934044642
3_20220829 13,1182.7812290079776
3_20220829 14,1175.3222448690017
3_20220829 15,1195.8306432132335
3_20220829 16,1169.7314711447782
3_20220829 17,1140.9718709538472
3_20220829 18,1116.7057823475616
3_20220829 19,1178.0648596217738
3_20220829 20,1165.0756445518664
3_20220829 21,1111.9071106173749
3_20220829 22,1045.927485343684
3_20220829 23,953.7156711579412
3_20220830 00,967.6435130403704
3_20220830 01,945.6600352963976
3_20220830 02,901.854800783838
3_20220830 03,884.088509323936
3_20220830 04,895.16480260566
3_20220830 05,923.96717872983
3_20220830 06,1016.3465403875232
3_20220830 07,1167.9947489484948
3_20220830 08,1205.8749242795682
3_20220830 09,1338.4103698911554
3_20220830 10,1412.49663259522
3_20220830 11,1444.4475960948903
3_20220830 12,1476.341582304763
3_20220830 13,1504.619224718729
3_20220830 14,1540.6357249569662
3_20220830 15,1598.6686914185705
3_20220830 16,1566.245862647061
3_20220830 17,1530.3535300418023
3_20220830 18,1540.055613634851
3_20220830 19,1468.1197146538475
3_20220830 20,1437.6846792002768
3_20220830 21,1435.4930572618246
3_20220830 22,1127.9524537478935
3_20220830 23,999.4769972764016
3_20220831 00,998.9393185817624
3_20220831 01,956.4064123051946
3_20220831 02,934.838495335624
3_20220831 03,930.4634609233948
3_20220831 04,915.6937920322443
3_20220831 05,947.2141449503926
3_20220831 06,977.1239410381488
3_20220831 07,1117.3162086676705
3_20220831 08,1212.7953873883566
3_20220831 09,1289.8466153078837
3_20220831 10,1295.7709690839845
3_20220831 11,1324.967628510893
3_20220831 12,1375.4851576026374
3_20220831 13,1467.098343864047
3_20220831 14,1603.9245756754028
3_20220831 15,1700.2846282131363
3_20220831 16,1760.4862245613724
3_20220831 17,1879.7608729406695
3_20220831 18,2100.228235477702
3_20220831 19,2309.643243977294
3_20220831 20,2144.9851084678103
3_20220831 21,1881.0126553768737
3_20220831 22,1251.6697722762776
3_20220831 23,1032.580997571062
4_20220825 00,701.7435077636064
4_20220825 01,699.3036406566778
4_20220825 02,698.051466444634
4_20220825 03,696.7983520160412
4_20220825 04,707.8785579620474
4_20220825 05,717.9477540281089
4_20220825 06,769.9824392731616
4_20220825 07,885.0855387742572
4_20220825 08,1074.954821762538
4_20220825 09,1239.6096613006282
4_20220825 10,1357.400431056819
4_20220825 11,1380.477122448631
4_20220825 12,1367.1934483530663
4_20220825 13,1304.535860923297
4_20220825 14,1249.2629071671415
4_20220825 15,1152.8220520711272
4_20220825 16,1175.064309359216
4_20220825 17,1097.7186176675748
4_20220825 18,966.4399500068772
4_20220825 19,826.6839751315357
4_20220825 20,793.2975469760289
4_20220825 21,757.5303266764009
4_20220825 22,753.1279852123555
4_20220825 23,703.3039136107969
4_20220826 00,703.8545448321278
4_20220826 01,694.5766860097503
4_20220826 02,708.0662265756807
4_20220826 03,701.7993309821986
4_20220826 04,709.9338176546413
4_20220826 05,724.9913868559523
4_20220826 06,773.1452389713261
4_20220826 07,865.0334485707165
4_20220826 08,1067.1524194948734
4_20220826 09,1246.5802191094344
4_20220826 10,1319.2715197307202
4_20220826 11,1416.746956921085
4_20220826 12,1399.3746475604107
4_20220826 13,1353.7484471336545
4_20220826 14,1321.5005840660158
4_20220826 15,1331.106311373993
4_20220826 16,1295.352919419995
4_20220826 17,1158.0264821575552
4_20220826 18,1029.122693276331
4_20220826 19,860.54691519773
4_20220826 20,821.5645823944327
4_20220826 21,782.6596072959176
4_20220826 22,781.138519183853
4_20220826 23,742.3370234008414
4_20220827 00,729.4855519610477
4_20220827 01,708.3556778478854
4_20220827 02,708.7480991529334
4_20220827 03,684.0541032036438
4_20220827 04,682.7031475492315
4_20220827 05,706.2017839260361
4_20220827 06,751.3665351721581
4_20220827 07,854.4468130191915
4_20220827 08,1015.5627344182288
4_20220827 09,1138.6581918701493
4_20220827 10,1214.645598933458
4_20220827 11,1225.3052766686303
4_20220827 12,1246.6322046636312
4_20220827 13,1231.3982806929298
4_20220827 14,1214.7050416659472
4_20220827 15,1208.832930317566
4_20220827 16,1171.8310829046782
4_20220827 17,1091.7316913962811
4_20220827 18,963.9129666994896
4_20220827 19,824.4074328783732
4_20220827 20,781.4282657235168
4_20220827 21,763.2431855976384
4_20220827 22,751.952547736285
4_20220827 23,719.4473294896749
4_20220828 00,689.8446742619515
4_20220828 01,691.5047889396393
4_20220828 02,698.5353688156958
4_20220828 03,698.6045046899799
4_20220828 04,700.5051997138609
4_20220828 05,714.4322981112566
4_20220828 06,764.0065655886729
4_20220828 07,849.9463736060369
4_20220828 08,1011.1248509311996
4_20220828 09,1141.0591318998545
4_20220828 10,1214.1252128173287
4_20220828 11,1262.371201615869
4_20220828 12,1278.445416155313
4_20220828 13,1278.5624913042386
4_20220828 14,1248.989603798608
4_20220828 15,1255.898612409448
4_20220828 16,1224.359958125245
4_20220828 17,1148.9924752111403
4_20220828 18,999.976478544874
4_20220828 19,853.4425155322642
4_20220828 20,803.9427393785792
4_20220828 21,763.6285691702418
4_20220828 22,746.7702700193422
4_20220828 23,712.9992020640877
4_20220829 00,679.8438619889594
4_20220829 01,676.5913563490203
4_20220829 02,683.5841177019402
4_20220829 03,679.5148830041047
4_20220829 04,678.2940415270897
4_20220829 05,684.4074912299974
4_20220829 06,748.973710372593
4_20220829 07,862.7295171290148
4_20220829 08,998.3179308784926
4_20220829 09,1106.3418492519218
4_20220829 10,1165.982126460509
4_20220829 11,1194.5396958737272
4_20220829 12,1195.5089673169214
4_20220829 13,1173.207018941315
4_20220829 14,1154.310727291206
4_20220829 15,1127.6871798398709
4_20220829 16,1118.1891704664376
4_20220829 17,1030.4147045878574
4_20220829 18,941.3270752981832
4_20220829 19,816.6250592002012
4_20220829 20,790.5867549031072
4_20220829 21,748.0059941069777
4_20220829 22,749.0944502160156
4_20220829 23,701.8150904125145
4_20220830 00,698.1523769186259
4_20220830 01,698.4497291034226
4_20220830 02,698.3287966598608
4_20220830 03,712.7633894692733
4_20220830 04,731.7365731200188
4_20220830 05,742.854339432739
4_20220830 06,777.6351397513674
4_20220830 07,871.3379908432171
4_20220830 08,1001.702503057601
4_20220830 09,1090.7538101192292
4_20220830 10,1142.3035982622591
4_20220830 11,1163.8385048697155
4_20220830 12,1157.9386336472112
4_20220830 13,1145.5974223746252
4_20220830 14,1115.0494354918824
4_20220830 15,1102.8955289868554
4_20220830 16,1090.156382053572
4_20220830 17,1037.415437292634
4_20220830 18,958.194506083517
4_20220830 19,872.395001087856
4_20220830 20,834.6879180890547
4_20220830 21,775.6355137112824
4_20220830 22,762.1519369419602
4_20220830 23,719.3356677190748
4_20220831 00,718.482167102569
4_20220831 01,706.8564163007733
4_20220831 02,706.1284317406065
4_20220831 03,720.3414342201852
4_20220831 04,724.3573798082256
4_20220831 05,748.0156678591692
4_20220831 06,779.1790553869157
4_20220831 07,871.512149781593
4_20220831 08,1019.2943451256727
4_20220831 09,1132.6510105294024
4_20220831 10,1215.0762103485497
4_20220831 11,1266.0308670894103
4_20220831 12,1268.7268177702272
4_20220831 13,1237.4168975423584
4_20220831 14,1213.956392897946
4_20220831 15,1175.811411153574
4_20220831 16,1156.0864972748589
4_20220831 17,1088.6938812533538
4_20220831 18,955.6647347886228
4_20220831 19,836.1817600353596
4_20220831 20,798.4046759048867
4_20220831 21,772.300747385424
4_20220831 22,748.5861166398636
4_20220831 23,733.8783659529522
5_20220825 00,1895.0205457776897
5_20220825 01,1884.5795739313207
5_20220825 02,1880.126359377744
5_20220825 03,1855.1355138395768
5_20220825 04,1894.439471583995
5_20220825 05,1960.1287038672456
5_20220825 06,2029.593145259808
5_20220825 07,2254.429593007697
5_20220825 08,2753.933174253662
5_20220825 09,3313.7089634455383
5_20220825 10,3476.734615473263
5_20220825 11,3372.6408178847737
5_20220825 12,3343.158509807034
5_20220825 13,3469.862349497751
5_20220825 14,3400.253191235367
5_20220825 15,3438.4823304226857
5_20220825 16,3176.261460081547
5_20220825 17,2698.3885527054463
5_20220825 18,2103.494728768564
5_20220825 19,1882.2996393637652
5_20220825 20,1798.9332930459532
5_20220825 21,1764.2461308033137
5_20220825 22,1706.6935859088449
5_20220825 23,1686.55249733623
5_20220826 00,1921.078405618465
5_20220826 01,1924.439195428284
5_20220826 02,1873.4393016289864
5_20220826 03,1874.798694403666
5_20220826 04,1911.5384103479432
5_20220826 05,2025.1947685450727
5_20220826 06,2088.5982825104984
5_20220826 07,2257.411636579184
5_20220826 08,2840.408549406024
5_20220826 09,3797.0834930291057
5_20220826 10,4009.158810246018
5_20220826 11,5414.103948607126
5_20220826 12,6131.874859608818
5_20220826 13,6459.29382593484
5_20220826 14,5828.283854541227
5_20220826 15,5878.074289540814
5_20220826 16,5877.626510050895
5_20220826 17,6064.185019376171
5_20220826 18,5835.25874665249
5_20220826 19,5356.735805542142
5_20220826 20,5325.078606932963
5_20220826 21,2870.083216238957
5_20220826 22,1824.963836228188
5_20220826 23,1733.6192169866326
5_20220827 00,2017.9514877487093
5_20220827 01,1990.0945473953025
5_20220827 02,1923.292860428025
5_20220827 03,1920.6529409041648
5_20220827 04,1939.0357793104504
5_20220827 05,2067.6325846574546
5_20220827 06,2095.6006317643187
5_20220827 07,2280.978374469601
5_20220827 08,2888.74179394682
5_20220827 09,3695.881784539111
5_20220827 10,3975.9939315040046
5_20220827 11,5533.154062678147
5_20220827 12,6276.056592583697
5_20220827 13,6299.112877013356
5_20220827 14,6302.497122903809
5_20220827 15,6258.482595714014
5_20220827 16,6193.920865909492
5_20220827 17,6110.445720648348
5_20220827 18,5626.571666527403
5_20220827 19,5206.386967506552
5_20220827 20,5186.4798566483705
5_20220827 21,3032.4987573868207
5_20220827 22,1804.733989231698
5_20220827 23,1736.4554394440706
5_20220828 00,1710.49809054167
5_20220828 01,1741.0473839415454
5_20220828 02,1734.6001855126494
5_20220828 03,1735.5333388078575
5_20220828 04,1741.390080103866
5_20220828 05,1852.5133096631173
5_20220828 06,2059.7375356237394
5_20220828 07,2469.219246933659
5_20220828 08,4776.835819953001
5_20220828 09,6151.336821755166
5_20220828 10,6335.135542876987
5_20220828 11,6451.193586442084
5_20220828 12,6465.482863621588
5_20220828 13,6456.576249620824
5_20220828 14,6495.398747089366
5_20220828 15,6514.207462857764
5_20220828 16,6463.537587152772
5_20220828 17,6186.272563377763
5_20220828 18,3264.3862886605098
5_20220828 19,2129.810967039893
5_20220828 20,1786.211326069339
5_20220828 21,1673.150319184047
5_20220828 22,1608.3937546762158
5_20220828 23,1588.1415559157354
5_20220829 00,1879.282828726624
5_20220829 01,1875.149361144116
5_20220829 02,1872.1579555089245
5_20220829 03,1844.42473828729
5_20220829 04,1855.0909539429945
5_20220829 05,1910.6306273914424
5_20220829 06,1886.48190790436
5_20220829 07,1919.7304525586117
5_20220829 08,1944.5774571566944
5_20220829 09,1966.9919801506285
5_20220829 10,1968.1745037526523
5_20220829 11,1993.1044526393132
5_20220829 12,1989.3493276281756
5_20220829 13,2009.1208855380412
5_20220829 14,1779.6079977543443
5_20220829 15,1741.2693952362138
5_20220829 16,1824.5574557963364
5_20220829 17,2068.4260425211955
5_20220829 18,1882.363530994648
5_20220829 19,1795.4889224256174
5_20220829 20,1762.7752409980462
5_20220829 21,1729.5692617005236
5_20220829 22,1724.4313912000246
5_20220829 23,1726.8877999226086
5_20220830 00,1904.955932918173
5_20220830 01,1907.6755728262851
5_20220830 02,1886.1107089503023
5_20220830 03,1865.7530127673656
5_20220830 04,1860.614484562587
5_20220830 05,1850.177448125999
5_20220830 06,1857.7208617856677
5_20220830 07,1947.8117515850297
5_20220830 08,2123.3268603382485
5_20220830 09,2216.453948547731
5_20220830 10,2291.027295056736
5_20220830 11,2278.9364951039006
5_20220830 12,2287.5632289157334
5_20220830 13,2322.859570096796
5_20220830 14,2203.7873171156184
5_20220830 15,2144.0313718431926
5_20220830 16,2094.394364204718
5_20220830 17,2114.5066567771464
5_20220830 18,1895.0057979132685
5_20220830 19,1808.2847066271315
5_20220830 20,1771.3850440134172
5_20220830 21,1726.6953269909889
5_20220830 22,1698.1026386724898
5_20220830 23,1704.7074325483668
5_20220831 00,1855.5036785752377
5_20220831 01,1880.7390381374184
5_20220831 02,1848.4805643439868
5_20220831 03,1880.6442451621515
5_20220831 04,1896.0175594020168
5_20220831 05,1990.2383553983996
5_20220831 06,2045.9979716346584
5_20220831 07,2237.5351147488404
5_20220831 08,2518.5215387759
5_20220831 09,2769.8210620266136
5_20220831 10,2824.3368810072407
5_20220831 11,2954.4222275116176
5_20220831 12,2825.65583138251
5_20220831 13,2910.928635020628
5_20220831 14,2679.5629304205377
5_20220831 15,2645.4969679111464
5_20220831 16,2464.7280870616178
5_20220831 17,2496.0968512228906
5_20220831 18,2075.735576200523
5_20220831 19,1852.3669496025452
5_20220831 20,1765.158169291846
5_20220831 21,1698.4081669849677
5_20220831 22,1653.478747597703
5_20220831 23,1666.331978113816
6_20220825 00,1190.3822211840572
6_20220825 01,1031.2636943744412
6_20220825 02,1002.1582333917504
6_20220825 03,1003.3907553205344
6_20220825 04,996.374768602076
6_20220825 05,1035.0629209184185
6_20220825 06,1216.3705339937885
6_20220825 07,1494.613599427043
6_20220825 08,1756.3798315816928
6_20220825 09,2211.5043362331885
